Teacher_ID,First_Name,Last_Name,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-1000,Lourdes,Aquino,Region II,50,32,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1001,Eduardo,Rizal,Region III,25,23,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1002,Juan,Lopez,Region VII,55,12,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1003,Maria,Fernandez,Region VIII,24,3,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-1004,Sofia,Tolentino,Region XII,34,10,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1005,Carmela,Mendoza,Region IV-A,29,23,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-1006,Manuel,Tolentino,Region IX,52,26,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-1007,Juan,Torres,Region II,34,19,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1008,Antonio,Alvarez,Region IV-A,56,18,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1009,Carmela,Lopez,NCR,47,19,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1010,Miguel,Villanueva,BARMM,41,4,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1011,Pedro,Navarro,Region I,25,16,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1012,Sofia,Tolentino,CAR,36,19,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1013,Teresa,Tolentino,NCR,33,23,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1014,Carlos,Aquino,CAR,41,13,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1015,Juan,Gomez,Region XII,52,21,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1016,Roberto,Tolentino,CAR,23,19,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1017,Ricardo,Tolentino,NCR,43,23,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1018,Teresa,Santos,Region IV-B,36,4,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-1019,Sofia,Fernandez,CAR,27,15,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1020,Elena,Reyes,Region VIII,20,4,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-1021,Pedro,Santos,Region I,31,4,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1022,Elena,Alvarez,Region XI,48,18,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1023,Luz,Reyes,CAR,23,26,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1024,Carmen,Gomez,Region IV-A,30,25,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1025,Teresa,Gonzales,Region I,55,12,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1026,Eduardo,Perez,Region III,26,22,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1027,Eduardo,Gonzales,Region XII,27,20,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1028,Luis,Garcia,Region II,25,5,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1029,Antonio,Alvarez,CAR,38,27,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1030,Elena,Gonzales,Region XII,40,30,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1031,Miguel,Bautista,Region X,40,18,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1032,Maria,Ramos,Region II,25,14,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1033,Luz,Garcia,Region VII,30,4,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1034,Sofia,Perez,Region VIII,33,2,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-1035,Maria,Santos,Region VI,42,3,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1036,Rosa,Perez,Region XI,50,14,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1037,Juan,Santos,NCR,55,24,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1038,Eduardo,Cruz,Region II,35,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1039,Miguel,Bautista,Region III,34,5,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-1040,Carmela,Gonzales,Region IV-B,42,8,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-1041,Pilar,Navarro,Region VII,39,22,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1042,Pedro,Torres,BARMM,34,2,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1043,Carlos,Dela Cruz,Region II,47,27,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1044,Miguel,Torres,Region III,30,3,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1045,Beatriz,Gonzales,Region VI,51,16,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1046,Miguel,Rodriguez,CAR,45,20,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1047,Ramon,Rizal,Region VI,31,18,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1048,Luz,Tolentino,Region III,56,15,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1049,Rosa,Garcia,Region VIII,26,7,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1050,Eduardo,Tolentino,Region XIII,26,15,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1051,Carmen,Aquino,Region I,39,8,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1052,Manuel,Cruz,Region I,39,9,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1053,Antonio,Tolentino,Region XIII,46,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1054,Luis,Rizal,BARMM,21,2,Master of Arts in Ed,Chemistry,Chemistry,Level 1,Low
2026-STAR-1055,Carmela,Ramos,Region III,47,12,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-1056,Elena,Ramos,Region III,54,8,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1057,Ana,Dela Cruz,Region VI,32,22,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1058,Carlos,Rodriguez,Region VII,52,6,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1059,Miguel,Garcia,Region IX,45,12,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1060,Rosa,Rodriguez,Region III,38,9,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1061,Lourdes,Fernandez,Region XI,35,21,BS Science,Biology,Physics,Level 1,High
2026-STAR-1062,Maria,Alvarez,Region IX,23,4,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1063,Maria,Rizal,BARMM,30,1,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-1064,Beatriz,Fernandez,Region V,57,18,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1065,Miguel,Mendoza,Region XIII,27,21,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1066,Carmen,Alvarez,Region XI,43,23,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1067,Maria,Torres,Region X,28,19,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1068,Beatriz,Rodriguez,NCR,47,9,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1069,Jose,Torres,NCR,27,6,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1070,Carlos,Ramos,Region IV-A,24,8,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1071,Ana,Bautista,Region X,39,3,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1072,Lourdes,Torres,Region IV-B,39,15,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1073,Carmela,Ramos,Region VII,37,24,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1074,Elena,Alvarez,Region VII,39,3,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1075,Rosa,Rodriguez,Region IV-A,55,19,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1076,Ramon,Gomez,Region XII,51,17,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1077,Lourdes,Reyes,Region X,30,21,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1078,Jose,Perez,Region VI,27,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1079,Luz,Navarro,Region I,53,32,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1080,Ramon,Rodriguez,Region X,28,15,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1081,Teresa,Tolentino,Region IX,35,21,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1082,Manuel,Dela Cruz,BARMM,30,0,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-1083,Beatriz,Rizal,Region IV-A,50,7,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1084,Ricardo,Ramos,Region X,44,24,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1085,Beatriz,Santos,Region VII,50,9,PhD STEM,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1086,Eduardo,Tolentino,NCR,26,3,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1087,Ana,Ramos,BARMM,29,4,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-1088,Eduardo,Gomez,Region V,28,24,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1089,Ramon,Rizal,Region VII,30,27,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1090,Rosa,Torres,Region XI,32,16,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1091,Maria,Gonzales,Region II,42,12,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-1092,Luis,Navarro,Region VII,25,26,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-1093,Carmen,Reyes,NCR,47,31,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1094,Manuel,Torres,Region II,43,27,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1095,Pilar,Perez,Region VII,56,32,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1096,Elena,Reyes,Region VII,40,13,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1097,Elena,Tolentino,Region IV-A,56,16,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1098,Luis,Perez,Region IX,51,18,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1099,Maria,Torres,Region IV-B,29,8,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1100,Carmen,Tolentino,Region V,23,24,PhD STEM,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1101,Luz,Mendoza,Region XII,28,27,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1102,Manuel,Bautista,Region IX,48,9,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1103,Elena,Mendoza,Region XII,49,18,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-1104,Elena,Gomez,Region XI,24,4,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1105,Elena,Rodriguez,Region IX,50,30,PhD STEM,Mathematics,Biology,Level 1,High
2026-STAR-1106,Antonio,Cruz,BARMM,27,7,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1107,Beatriz,Gonzales,Region VIII,31,6,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1108,Miguel,Gonzales,Region V,27,22,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1109,Pedro,Alvarez,Region I,56,4,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1110,Jose,Torres,Region V,41,27,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-1111,Lourdes,Torres,Region III,40,19,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1112,Antonio,Villanueva,Region X,56,21,PhD STEM,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-1113,Jose,Rizal,BARMM,41,2,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1114,Luz,Dela Cruz,Region XI,49,30,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1115,Antonio,Torres,Region I,29,9,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-1116,Carmen,Aquino,CAR,34,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1117,Manuel,Tolentino,Region V,25,31,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-1118,Beatriz,Perez,BARMM,29,4,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1119,Elena,Villanueva,CAR,31,15,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1120,Teresa,Torres,Region XI,53,16,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1121,Carmela,Gomez,NCR,26,11,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1122,Maria,Lopez,Region VIII,30,2,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1123,Maria,Cruz,Region IX,41,13,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1124,Pilar,Garcia,Region VII,44,6,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1125,Ana,Tolentino,Region VIII,27,6,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1126,Elena,Fernandez,Region VI,34,19,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1127,Teresa,Gonzales,Region X,35,29,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1128,Carmen,Dela Cruz,Region V,54,28,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1129,Jose,Lopez,NCR,50,15,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1130,Maria,Rodriguez,Region VII,45,14,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1131,Manuel,Ramos,Region XII,48,32,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1132,Luz,Rizal,Region IV-A,54,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1133,Ricardo,Aquino,CAR,34,15,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1134,Lourdes,Mendoza,BARMM,26,1,Bachelor of Secondary Education,General Science,General Science,Level 1,Low
2026-STAR-1135,Teresa,Gonzales,Region VII,51,13,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1136,Antonio,Gomez,CAR,37,22,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1137,Beatriz,Rodriguez,Region XII,26,7,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1138,Eduardo,Aquino,Region IX,32,15,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1139,Lourdes,Ramos,Region II,25,7,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1140,Pilar,Perez,Region VII,52,14,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1141,Pilar,Mendoza,Region I,31,24,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1142,Carmen,Ramos,NCR,57,30,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1143,Carmen,Tolentino,Region X,44,4,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1144,Carmen,Fernandez,Region XIII,51,11,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1145,Carlos,Aquino,Region V,32,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1146,Antonio,Cruz,Region VII,23,23,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1147,Ramon,Tolentino,Region XI,43,6,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1148,Lourdes,Bautista,Region III,33,5,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1149,Pilar,Rodriguez,BARMM,32,9,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-1150,Ramon,Dela Cruz,Region XIII,27,21,PhD STEM,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-1151,Teresa,Santos,Region VII,52,3,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1152,Teresa,Fernandez,Region IX,38,5,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1153,Pilar,Tolentino,BARMM,40,3,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1154,Sofia,Garcia,Region X,32,30,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1155,Maria,Fernandez,Region X,28,14,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1156,Ricardo,Gomez,CAR,47,19,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1157,Sofia,Perez,Region XIII,49,28,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1158,Pilar,Tolentino,Region IV-B,30,5,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1159,Eduardo,Gomez,Region XII,36,20,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1160,Luz,Dela Cruz,Region VII,47,11,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1161,Ana,Santos,Region I,39,19,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1162,Maria,Navarro,Region VII,27,23,PhD STEM,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1163,Miguel,Fernandez,Region IX,47,22,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1164,Antonio,Dela Cruz,Region VIII,33,7,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1165,Pilar,Lopez,Region IX,53,12,PhD STEM,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1166,Ricardo,Mendoza,CAR,56,4,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-1167,Pedro,Garcia,Region XI,52,22,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1168,Ramon,Villanueva,NCR,45,12,BS Science,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1169,Ramon,Fernandez,Region XII,50,12,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-1170,Ana,Gomez,Region I,52,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1171,Rosa,Reyes,Region VII,28,14,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-1172,Roberto,Gomez,Region II,49,6,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-1173,Elena,Navarro,Region XI,39,20,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1174,Carlos,Navarro,Region XI,37,12,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1175,Jose,Mendoza,Region X,46,20,PhD STEM,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1176,Ramon,Tolentino,CAR,41,17,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1177,Antonio,Villanueva,Region IX,33,11,PhD STEM,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1178,Roberto,Rodriguez,Region XIII,31,13,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1179,Carmen,Perez,Region III,40,11,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1180,Carmela,Bautista,Region X,39,29,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1181,Sofia,Lopez,BARMM,31,6,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-1182,Lourdes,Garcia,Region V,57,10,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1183,Carlos,Alvarez,Region II,32,16,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1184,Miguel,Tolentino,NCR,32,10,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1185,Luis,Cruz,Region XIII,36,26,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1186,Manuel,Perez,Region X,41,27,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1187,Ana,Perez,Region IV-A,32,28,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1188,Antonio,Torres,Region VI,48,20,PhD STEM,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1189,Miguel,Fernandez,Region VIII,38,4,PhD STEM,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1190,Manuel,Lopez,Region IV-B,42,27,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-1191,Jose,Fernandez,Region XII,54,12,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-1192,Manuel,Alvarez,Region VIII,20,4,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-1193,Ramon,Gomez,Region X,52,22,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1194,Manuel,Aquino,Region XII,44,4,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1195,Ricardo,Gonzales,Region IV-A,45,3,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1196,Luis,Villanueva,Region II,33,5,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-1197,Carmela,Reyes,Region VIII,27,5,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1198,Lourdes,Perez,Region III,41,23,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1199,Manuel,Gomez,Region I,38,24,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1200,Jose,Villanueva,Region X,43,24,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1201,Lourdes,Fernandez,CAR,48,6,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-1202,Carmela,Gomez,Region VII,35,5,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1203,Roberto,Rizal,Region XIII,44,16,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1204,Roberto,Cruz,Region VII,44,11,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1205,Teresa,Rizal,Region IV-B,45,10,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1206,Carmela,Rodriguez,CAR,42,9,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1207,Luz,Bautista,Region VII,33,7,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1208,Ramon,Cruz,Region XIII,42,17,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1209,Eduardo,Mendoza,Region XI,54,18,PhD STEM,Mathematics,Mathematics,Level 2,Low
